   2.7103287e-01   3.6497394e+03   4.4513208e+03   9.2231424e+00   3.2392900e+01   4.7559754e+01   2.7989758e+03   6.4995825e+01   1.2289880e+02   1.9782646e-01   9.1993267e+01   4.9970860e+01   2.7035211e+03   2.5257559e+01   4.9681867e+01   3.3308103e+03   2.2886207e+01   6.6628303e+01   0.0000000e+00   2.7278218e+02   1.0248003e+02   9.2262531e+01   3.2149652e+01   1.4878492e+01   1.8851695e+01   5.9987578e+00   1.6668670e+01   4.0543784e+00   3.2629676e+01   2.1703562e+01   1.3297501e+01   8.9583558e-01   1.6137401e+01   5.3961314e+00   6.6753611e+00   3.2645311e+00   1.0714871e-02   5.7471747e-01   1.8613586e-01   5.3763098e+01   4.3985723e+01   6.2806984e+01   5.3286709e+01   2.6662173e+01   6.0482854e+01   2.4229301e+01   3.7208198e+01   4.6430526e+01   3.5865322e+01   1.2930642e+01
   2.7120352e-01   3.6623675e+03   4.4194048e+03   9.2085182e+00   3.2566379e+01   4.7469791e+01   2.8003855e+03   6.4968002e+01   1.2290763e+02   1.9779071e-01   9.2016519e+01   5.0037655e+01   2.7046640e+03   2.5184873e+01   5.0696945e+01   3.3317196e+03   2.2865790e+01   6.6613811e+01   3.5265019e-02   2.7305013e+02   1.0248171e+02   9.2600323e+01   3.2149652e+01   1.4878492e+01   1.8851695e+01   5.9987578e+00   1.6668670e+01   4.0543784e+00   3.2629676e+01   2.1703562e+01   1.3297501e+01   8.9583558e-01   1.6137401e+01   5.3961314e+00   6.6753611e+00   3.2645311e+00   1.0714871e-02   5.7471747e-01   1.8613586e-01   5.3763098e+01   4.3985723e+01   6.2831130e+01   5.3234379e+01   2.6682176e+01   6.0453847e+01   2.3987977e+01   3.7225335e+01   4.6445082e+01   3.6008469e+01   1.4713693e+01
   2.6905668e-01   3.6405205e+03   4.4911052e+03   9.2455458e+00   3.2329761e+01   4.7250409e+01   2.7994776e+03   6.5180005e+01   1.2290799e+02   1.9878512e-01   9.1975557e+01   4.9745175e+01   2.7043386e+03   2.5614830e+01   4.9994477e+01   3.3323741e+03   2.2799727e+01   6.6595303e+01  -3.4143002e-01   2.7305647e+02   1.0246876e+02   9.2397681e+01   3.2064643e+01   1.4900412e+01   1.9052002e+01   6.2207399e+00   1.6792863e+01   4.0341283e+00   3.2872597e+01   2.1549201e+01   1.3617299e+01   9.3821445e-01   1.6087562e+01   5.3980089e+00   6.7126367e+00   3.2380992e+00   1.0714871e-02   5.7471747e-01   1.8613586e-01   5.3763098e+01   4.3985723e+01   6.2836008e+01   5.3221696e+01   2.6699082e+01   6.0545750e+01   2.4117455e+01   3.7196669e+01   4.6441358e+01   3.6068457e+01   1.2009380e+01
   2.7545401e-01   3.6320785e+03   4.4593183e+03   9.2295171e+00   3.2601497e+01   4.7377928e+01   2.8010252e+03   6.5377764e+01   1.2290969e+02   1.9994800e-01   9.1999152e+01   5.0400206e+01   2.7053620e+03   2.5433120e+01   4.9227382e+01   3.3324333e+03   2.2785235e+01   6.6620138e+01   1.6377552e+00   2.7307751e+02   1.0245665e+02   9.2324909e+01   3.2100766e+01   1.5058146e+01   1.8849496e+01   6.2597035e+00   1.6937484e+01   4.0697736e+00   3.2819540e+01   2.1838510e+01   1.3363005e+01   9.1351423e-01   1.6556376e+01   5.4076337e+00   6.6856350e+00   3.2648045e+00  -2.0178654e-03   5.7825409e-01   1.7192285e-01   5.3910948e+01   4.4429613e+01   6.2844212e+01   5.3229912e+01   2.7019583e+01   6.0544386e+01   2.4580571e+01   3.7245205e+01   4.6426664e+01   3.6001574e+01   1.3215677e+01
   2.7270724e-01   3.6205329e+03   4.4604691e+03   9.3375676e+00   3.2481706e+01   4.8048077e+01   2.8007178e+03   6.5900972e+01   1.2290029e+02   2.0423321e-01   9.1960188e+01   4.9141369e+01   2.7048670e+03   2.5273894e+01   5.2443203e+01   3.3329009e+03   2.3058408e+01   6.6611285e+01   8.3803053e-01   2.7303147e+02   1.0247544e+02   9.2267444e+01   3.1860076e+01   1.4815958e+01   1.8706901e+01   6.0126284e+00   1.6437908e+01   4.0834113e+00   3.2545315e+01   2.1839205e+01   1.3229191e+01   8.4901883e-01   1.5753295e+01   5.4055500e+00   6.5769624e+00   3.2127333e+00  -2.0178654e-03   5.7825409e-01   1.7192285e-01   5.3910948e+01   4.4429613e+01   6.2835294e+01   5.3258421e+01   2.6955042e+01   6.0574357e+01   2.4936412e+01   3.7253558e+01   4.6456635e+01   3.6006859e+01   1.5595365e+01
   2.7378184e-01   3.6785810e+03   4.4455635e+03   9.3163993e+00   3.1941174e+01   4.7601483e+01   2.8020230e+03   6.5147950e+01   1.2288245e+02   2.0922481e-01   9.2065092e+01   4.9724126e+01   2.7063127e+03   2.5270838e+01   4.9631570e+01   3.3341366e+03   2.2717353e+01   6.6614107e+01   1.4209342e+00   2.7337131e+02   1.0245220e+02   9.2453167e+01   3.2329803e+01   1.4867265e+01   1.8970844e+01   5.9667418e+00   1.6603953e+01   4.0648446e+00   3.2614447e+01   2.1747430e+01   1.3578100e+01   9.3798092e-01   1.5677548e+01   5.3838045e+00   6.6020714e+00   3.2345045e+00   3.8066235e-03   5.9860886e-01   1.7155848e-01   5.4175624e+01   4.4162747e+01   6.2835477e+01   5.3225157e+01   2.6937769e+01   6.0642022e+01   2.5544583e+01   3.7238265e+01   4.6439761e+01   3.5849000e+01   1.3937825e+01
   2.7343710e-01   3.6786470e+03   4.4330579e+03   9.2050819e+00   3.2503068e+01   4.7378278e+01   2.8009863e+03   6.5314935e+01   1.2290291e+02   2.1174498e-01   9.1933659e+01   5.0214175e+01   2.7048242e+03   2.5326295e+01   4.9740247e+01   3.3330221e+03   2.2865937e+01   6.6641045e+01  -5.6530765e-02   2.7280694e+02   1.0247480e+02   9.2118931e+01   3.2451008e+01   1.4895579e+01   1.8597329e+01   6.0034792e+00   1.7079547e+01   4.0549634e+00   3.2749988e+01   2.1724074e+01   1.3504315e+01   8.0487487e-01   1.6345420e+01   5.3682774e+00   6.7457214e+00   3.2283730e+00   3.8066235e-03   5.9860886e-01   1.7155848e-01   5.4175624e+01   4.4162747e+01   6.2814396e+01   5.3276923e+01   2.6921670e+01   6.0476962e+01   2.6184439e+01   3.7241868e+01   4.6434816e+01   3.5927843e+01   1.0330223e+01
   2.6520985e-01   3.6493617e+03   4.4436152e+03   9.2138995e+00   3.2467958e+01   4.7232670e+01   2.8006242e+03   6.5157588e+01   1.2291060e+02   2.1292311e-01   9.1964026e+01   4.9723927e+01   2.7048051e+03   2.5049833e+01   5.0476191e+01   3.3329740e+03   2.2747600e+01   6.6571363e+01  -6.5715750e-01   2.7316860e+02   1.0248596e+02   9.2556526e+01   3.2089047e+01   1.4794620e+01   1.8869353e+01   5.9534599e+00   1.6809653e+01   4.0737193e+00   3.2455616e+01   2.1649855e+01   1.3332549e+01   9.7666525e-01   1.6547295e+01   5.4479103e+00   6.7233001e+00   3.2088569e+00   3.8066235e-03   5.9860886e-01   1.7155848e-01   5.4175624e+01   4.4162747e+01   6.2801279e+01   5.3286911e+01   2.6381075e+01   6.0554124e+01   2.6038828e+01   3.7241997e+01   4.6436250e+01   3.5889118e+01   1.1779079e+01
   2.6940787e-01   3.6555861e+03   4.4352661e+03   9.2566441e+00   3.2477568e+01   4.7795442e+01   2.8007115e+03   6.4470720e+01   1.2290335e+02   2.1314512e-01   9.2027170e+01   5.1072722e+01   2.7053055e+03   2.4977521e+01   5.0234321e+01   3.3324231e+03   2.3127062e+01   6.6601272e+01   2.4065704e+00   2.7301881e+02   1.0248213e+02   9.2451282e+01   3.2270535e+01   1.4694091e+01   1.9012364e+01   6.0859915e+00   1.6786753e+01   4.0683695e+00   3.2914752e+01   2.1714556e+01   1.2986475e+01   1.0490803e+00   1.6164262e+01   5.4287270e+00   6.5905792e+00   3.3133018e+00   1.5137769e-02   5.7579666e-01   2.0571512e-01   5.4532626e+01   4.4663674e+01   6.2761843e+01   5.3321511e+01   2.6641186e+01   6.0536316e+01   2.6317307e+01   3.7238554e+01   4.6439114e+01   3.5878195e+01   1.3631223e+01
   2.7436808e-01   3.6502785e+03   4.4409565e+03   9.2877777e+00   3.2576247e+01   4.7791666e+01   2.8000390e+03   6.4448034e+01   1.2287253e+02   2.1664252e-01   9.1990403e+01   5.0310041e+01   2.7041523e+03   2.5242898e+01   5.0591655e+01   3.3323008e+03   2.2903261e+01   6.6605017e+01  -2.9292007e-01   2.7282823e+02   1.0248825e+02   9.2349613e+01   3.2210755e+01   1.4882618e+01   1.8800886e+01   5.9770223e+00   1.6280647e+01   4.0321345e+00   3.2846044e+01   2.1738662e+01   1.3269737e+01   1.0510575e+00   1.5937558e+01   5.4429166e+00   6.6632727e+00   3.2576772e+00   1.5137769e-02   5.7579666e-01   2.0571512e-01   5.4532626e+01   4.4663674e+01   6.2730082e+01   5.3370479e+01   2.6845691e+01   6.0445924e+01   2.6374422e+01   3.7231312e+01   4.6424581e+01   3.5738364e+01   1.3143989e+01
